user_id,posted,item_id,recommend,sentiment,year
76561198075277292,2015-09-11,570,True,buena,2015
76561198028895010,2013-04-22,231180,True,buena,2013
76561198028895010,2012-05-27,620,True,buena,2012
diego9031,2015-12-05,223710,True,neutral,2015
diego9031,2015-10-04,299360,True,neutral,2015
diego9031,2015-10-03,322330,True,buena,2015
diego9031,2015-08-13,1250,True,neutral,2015
diego9031,2015-02-22,12100,True,neutral,2015
diego9031,2015-01-14,204360,True,buena,2015
diego9031,2013-12-14,440,True,mala,2013
diego9031,2013-12-01,224260,True,neutral,2013
jarrodtrim,2012-02-11,440,True,buena,2012
76561198067936203,2015-03-12,440,True,buena,2015
76561198079770573,2015-10-14,1840,True,neutral,2015
76561198087586464,2013-10-27,440,True,buena,2013
Derp-e,2015-11-27,440,True,buena,2015
76561198070194565,2014-10-09,233250,True,neutral,2014
76561198070194565,2015-11-09,248570,True,neutral,2015
Rivtex,2015-12-23,298630,True,neutral,2015
UTNerd24,2014-05-06,244210,True,neutral,2014
UTNerd24,2015-12-02,440,True,mala,2015
UTNerd24,2015-06-06,376920,True,buena,2015
UTNerd24,2015-09-29,257750,True,neutral,2015
UTNerd24,2014-09-08,221910,True,mala,2014
UTNerd24,2013-12-15,2280,True,buena,2013
sandwiches1,2015-11-23,417860,False,neutral,2015
76561198138053270,2014-06-01,218620,True,buena,2014
lucaswerg,2014-07-11,218620,True,neutral,2014
lucaswerg,2014-11-14,222880,True,neutral,2014
Life-Of-Blu,2015-11-13,377160,True,buena,2015
Life-Of-Blu,2013-12-15,211820,True,neutral,2013
CaptianAutismo,2015-12-17,252490,True,buena,2015
76561198075895633,2014-10-26,440,True,neutral,2014
kube134,2014-06-28,251990,True,buena,2014
iamthekingofbrowntown,2015-09-12,344760,False,mala,2015
iamthekingofbrowntown,2015-09-13,252950,True,neutral,2015
iamthekingofbrowntown,2015-10-14,399730,True,buena,2015
yookobz,2015-11-19,377160,True,buena,2015
yookobz,2013-06-25,219150,True,buena,2013
Posiblydead,2014-04-11,277430,True,buena,2014
Posiblydead,2014-02-22,239820,True,buena,2014
Posiblydead,2012-09-24,17410,True,buena,2012
Mossy_Gaming,2015-09-26,440,True,buena,2015
76561198102421718,2015-06-12,270550,True,neutral,2015
76561198102421718,2015-08-03,274940,True,buena,2015
76561198102421718,2015-06-26,333930,True,neutral,2015
76561198087407319,2014-01-15,440,True,mala,2014
76561198056741844,2014-10-14,730,True,neutral,2014
sad-commie,2014-07-09,212070,True,buena,2014
sad-commie,2014-03-13,264140,True,neutral,2014
76561198030567998,2014-11-11,332800,True,neutral,2014
76561198030567998,2015-07-21,319630,True,buena,2015
76561198030567998,2015-07-05,6020,True,neutral,2015
76561198030567998,2015-03-12,55230,True,buena,2015
76561198030567998,2014-02-23,32430,True,neutral,2014
Coldaniel,2015-03-22,35450,True,buena,2015
Coldaniel,2014-08-21,440,True,mala,2014
Coldaniel,2015-03-13,236390,True,buena,2015
therealmorty,2015-03-20,351570,True,neutral,2015
therealmorty,2015-03-07,212680,True,mala,2015
Berserklejerker,2015-10-10,391540,True,neutral,2015
76561198061730629,2014-07-06,550,True,neutral,2014
YoHuNz,2014-06-19,440,True,neutral,2014
YoHuNz,2014-02-19,570,True,neutral,2014
possessioniskey,2015-04-11,72850,True,buena,2015
possessioniskey,2015-12-24,440,True,mala,2015
possessioniskey,2014-05-17,113400,True,mala,2014
76561198093112529,2014-08-09,440,True,neutral,2014
76561198060447950,2015-09-26,200510,True,neutral,2015
whiteofwolfing,2015-05-22,730,True,buena,2015
sergarino,2015-08-22,383080,True,neutral,2015
76561198081962345,2014-04-05,1250,True,neutral,2014
Nozomikat,2015-12-30,265610,True,neutral,2015
Nozomikat,2014-08-01,264200,True,neutral,2014
Nozomikat,2015-12-26,417860,True,neutral,2015
Nozomikat,2015-04-14,333600,True,buena,2015
Nozomikat,2014-12-30,213670,True,neutral,2014
Nozomikat,2013-12-04,91310,True,neutral,2013
Nozomikat,2013-12-04,210770,True,mala,2013
xfluttersx,2015-11-10,351640,True,neutral,2015
xfluttersx,2012-08-27,105600,True,buena,2012
xfluttersx,2014-02-05,440,True,buena,2014
xfluttersx,2013-01-27,47870,True,buena,2013
xfluttersx,2015-08-25,383080,True,buena,2015
xfluttersx,2012-08-27,410,True,buena,2012
76561198056290589,2014-12-16,730,True,buena,2014
ii_voltage_ii,2014-06-29,253710,False,neutral,2014
ii_voltage_ii,2015-04-11,339280,True,buena,2015
ii_voltage_ii,2014-03-08,271290,True,neutral,2014
ii_voltage_ii,2013-11-16,203290,True,buena,2013
76561198097762318,2015-11-11,440,True,neutral,2015
76561198097762318,2014-12-26,233150,True,mala,2014
Hirukaz,2013-01-17,550,True,mala,2013
StelerForYou,2015-07-17,730,True,buena,2015
StelerForYou,2013-12-29,211820,True,neutral,2013
76561198183396245,2015-05-06,440,True,buena,2015
Xx-Woods,2015-01-26,224260,True,buena,2015
Xx-Woods,2014-11-16,317360,True,buena,2014
Xx-Woods,2014-08-17,295550,True,buena,2014
Xx-Woods,2014-07-21,250180,True,neutral,2014
Xx-Woods,2014-07-19,227940,True,neutral,2014
Xx-Woods,2014-02-08,17520,True,mala,2014
Xx-Woods,2014-01-07,113420,True,buena,2014
kevinator23,2015-07-06,320760,True,mala,2015
kevinator23,2015-09-06,8850,True,neutral,2015
kevinator23,2014-04-24,233720,True,mala,2014
kevinator23,2015-07-06,218620,True,neutral,2015
kevinator23,2015-01-27,730,True,buena,2015
kevinator23,2015-01-25,219740,True,buena,2015
kevinator23,2014-05-24,220240,True,neutral,2014
kevinator23,2012-10-20,440,True,neutral,2012
76561198090715178,2014-03-28,4000,True,buena,2014
76561198090715178,2014-07-09,304930,True,neutral,2014
CatsWhale,2015-02-23,333950,True,neutral,2015
CatsWhale,2015-08-29,388520,True,buena,2015
CatsWhale,2014-11-23,107410,True,neutral,2014
CatsWhale,2014-09-09,206210,True,neutral,2014
76561198073784601,2015-03-26,221100,True,neutral,2015
mimimomoma,2015-11-23,730,True,mala,2015
76561198102410011,2015-09-14,440,True,neutral,2015
de_Butl3r,2014-10-13,209870,True,neutral,2014
Bluezap1,2015-12-27,440,True,buena,2015
Bluezap1,2015-05-13,730,True,buena,2015
Bluezap1,2015-12-27,362890,True,buena,2015
Bluezap1,2015-12-21,413850,True,neutral,2015
76561198074200011,2015-11-15,730,True,buena,2015
L1J1N,2014-06-13,570,True,buena,2014
Lord_Exploit,2015-03-13,311560,True,neutral,2015
Lord_Exploit,2015-01-07,322170,True,neutral,2015
AVATAR715,2014-01-02,48240,False,mala,2014
AVATAR715,2015-11-18,440,True,buena,2015
AVATAR715,2014-06-01,248570,True,neutral,2014
AVATAR715,2014-03-18,264140,True,mala,2014
AVATAR715,2014-02-16,4000,True,neutral,2014
AVATAR715,2015-02-25,266430,True,buena,2015
AVATAR715,2015-08-15,316010,True,buena,2015
AVATAR715,2014-12-25,249570,True,neutral,2014
76561198078752187,2014-12-16,240,True,mala,2014
A-Very-Sly-Person,2015-08-14,304930,True,neutral,2015
A-Very-Sly-Person,2014-11-11,440,True,neutral,2014
76561197994493402,2015-03-01,264200,True,buena,2015
76561197994493402,2014-11-27,440,True,buena,2014
76561198065656175,2015-11-20,383080,True,neutral,2015
97396295,2014-08-23,301520,True,buena,2014
97396295,2014-06-17,243870,True,neutral,2014
97396295,2014-07-10,218230,False,buena,2014
76561198126640317,2015-06-15,251570,True,neutral,2015
76561198126640317,2015-02-14,221100,True,neutral,2015
76561198126640317,2015-09-12,316010,True,buena,2015
76561198126640317,2015-09-12,218230,True,neutral,2015
76561198126640317,2015-07-01,333930,True,buena,2015
76561198126640317,2015-07-01,222880,True,neutral,2015
76561198126640317,2015-06-15,730,True,neutral,2015
DemonicWolvz,2015-01-15,55230,True,neutral,2015
DemonicWolvz,2015-04-29,232090,True,buena,2015
DemonicWolvz,2015-03-29,4000,True,mala,2015
DemonicWolvz,2014-11-23,206420,True,neutral,2014
DemonicWolvz,2014-02-12,224260,True,neutral,2014
DemonicWolvz,2013-12-26,550,True,buena,2013
DieMadchenschanderin,2015-08-29,346110,True,buena,2015
DieMadchenschanderin,2015-10-05,380770,False,mala,2015
DieMadchenschanderin,2013-06-14,227680,False,neutral,2013
GGargula,2015-11-23,233250,True,neutral,2015
getf0kinn0sc0pedm9,2015-05-31,730,True,mala,2015
76561198141443390,2015-05-03,730,True,buena,2015
whodafuqisthisguilao,2015-08-06,730,True,buena,2015
Magjiikal,2015-10-05,370480,True,buena,2015
Magjiikal,2015-12-17,313740,True,neutral,2015
2768820078,2015-09-01,287700,True,neutral,2015
2768820078,2015-11-18,377160,True,neutral,2015
2768820078,2015-08-08,221380,True,neutral,2015
2768820078,2015-07-15,333950,True,neutral,2015
2768820078,2015-06-12,222420,False,neutral,2015
2768820078,2015-05-19,271590,True,neutral,2015
2768820078,2015-05-11,298110,True,neutral,2015
2768820078,2015-05-02,222440,True,neutral,2015
2d4nk4m3,2014-08-20,317470,False,mala,2014
2d4nk4m3,2014-03-18,47410,True,buena,2014
76561198095921854,2015-05-01,245620,True,buena,2015
2xDelorean,2015-09-13,570,True,neutral,2015
2xDelorean,2013-07-26,212680,True,buena,2013
2xDelorean,2013-05-18,200210,True,buena,2013
2xDelorean,2011-10-30,440,True,buena,2011
washington_,2015-12-13,417860,True,neutral,2015
jewxxl,2015-05-18,251970,True,buena,2015
76561198088944293,2014-12-13,304930,True,neutral,2014
76561198092540221,2015-07-31,400,True,buena,2015
76561198092540221,2015-06-29,620,True,buena,2015
76561198092540221,2015-06-29,238460,True,buena,2015
76561198092540221,2015-02-12,6060,True,buena,2015
76561198092540221,2014-03-29,440,True,buena,2014
76561198051258119,2015-02-04,730,True,buena,2015
nubquake123,2014-04-21,265610,True,buena,2014
Pyromanic,2013-02-15,31280,True,neutral,2013
Pyromanic,2013-02-15,4000,True,buena,2013
Pyromanic,2013-02-15,240,True,buena,2013
CobRazor,2015-08-01,252490,True,mala,2015
relesprit,2013-12-27,8930,True,buena,2013
WitchHunter4542,2014-07-16,304930,True,buena,2014
WitchHunter4542,2015-01-13,237310,True,neutral,2015
WitchHunter4542,2014-01-11,224260,True,buena,2014
pwrt,2015-09-03,230410,True,neutral,2015
pwrt,2014-01-20,440,True,buena,2014
wantmahbody,2014-05-03,440,True,buena,2014
benedictcuminherbatch,2014-08-02,570,True,buena,2014
76561198031207016,2014-03-17,8930,True,buena,2014
76561198043458582,2015-07-19,105600,True,mala,2015
76561198043458582,2015-05-26,221100,True,neutral,2015
76561198043458582,2015-11-22,107410,True,buena,2015
76561198043458582,2014-10-18,231430,True,neutral,2014
smashiroshh,2014-12-30,218620,True,buena,2014
killbunny38,2015-01-22,570,True,buena,2015
killbunny38,2015-08-20,333930,False,mala,2015
76561198047630659,2015-05-14,230410,False,buena,2015
1337lolroflmao,2015-04-13,271590,True,neutral,2015
1337lolroflmao,2014-10-01,218620,True,neutral,2014
1337lolroflmao,2013-12-28,219740,True,buena,2013
1337lolroflmao,2013-12-28,7940,True,buena,2013
1337lolroflmao,2014-11-30,234190,True,mala,2014
1337lolroflmao,2013-12-28,10180,True,buena,2013
1337lolroflmao,2013-12-28,33900,True,buena,2013
1337lolroflmao,2015-01-05,261030,True,buena,2015
1337lolroflmao,2014-12-23,243470,True,neutral,2014
sithjjf,2015-09-01,302830,False,neutral,2015
76561198060039459,2014-10-04,570,False,neutral,2014
OzfurAtlas,2013-12-08,212680,True,mala,2013
76561198065593074,2015-11-06,304930,False,mala,2015
76561198065593074,2015-09-23,304050,True,buena,2015
76561198065593074,2014-05-31,203750,True,mala,2014
76561198044169764,2015-06-24,227940,False,neutral,2015
76561198044169764,2015-07-22,355180,False,neutral,2015
76561198044169764,2015-06-03,4000,True,neutral,2015
euzi,2014-07-26,236390,True,buena,2014
76561197961778802,2014-04-23,730,True,buena,2014
thisissohardtomakeoneup,2014-04-12,440,True,neutral,2014
76561198087010391,2015-04-04,4000,True,buena,2015
66666669999999,2015-01-05,302830,False,neutral,2015
76561198061174192,2014-09-14,220200,True,buena,2014
76561198061174192,2014-09-14,242760,True,neutral,2014
ReMiXOfficalSteam,2015-10-12,352460,True,buena,2015
Wilfire77,2015-03-22,322920,True,buena,2015
76561198084390807,2015-12-01,234792,True,neutral,2015
76561198084390807,2014-05-10,252490,True,buena,2014
76561198028286104,2013-12-26,10180,True,buena,2013
deathnz1,2014-12-26,276340,True,buena,2014
76561198104393251,2015-03-13,304930,True,neutral,2015
redsncrimson,2014-12-23,274920,True,buena,2014
redsncrimson,2013-12-26,211820,True,neutral,2013
redsncrimson,2013-05-18,49520,True,buena,2013
redsncrimson,2013-01-09,223510,True,mala,2013
redsncrimson,2012-11-30,440,True,buena,2012
76561198071214618,2015-05-11,268750,True,neutral,2015
76561198115115631,2015-05-22,570,True,buena,2015
76561198071175142,2015-08-10,570,True,buena,2015
76561198071175142,2015-07-07,271590,True,buena,2015
t8s,2015-05-13,360870,True,neutral,2015
t8s,2015-05-02,730,True,buena,2015
pikawuu2,2013-09-15,12900,True,buena,2013
Sammeh00,2014-11-04,301520,True,neutral,2014
Michaelele,2014-08-07,6060,True,mala,2014
Michaelele,2014-06-30,730,True,buena,2014
Michaelele,2014-08-21,107410,True,neutral,2014
Michaelele,2014-07-16,304930,True,buena,2014
76561198045754869,2015-08-07,335670,True,mala,2015
76561198076098774,2015-08-02,215080,True,buena,2015
76561198103253374,2014-02-24,570,True,neutral,2014
76561198048417105,2015-12-28,271590,True,neutral,2015
76561198048417105,2015-02-27,730,True,buena,2015
76561198090842891,2015-01-16,8190,True,neutral,2015
76561198055767971,2015-06-10,247730,False,mala,2015
76561197998052647,2014-11-27,233630,True,neutral,2014
76561198145436942,2014-08-02,221100,True,buena,2014
jjas01,2014-11-03,208812,False,mala,2014
jjas01,2015-10-17,218620,False,neutral,2015
jjas01,2013-10-08,243120,True,buena,2013
jjas01,2015-12-28,234140,True,buena,2015
jjas01,2014-05-08,204450,True,buena,2014
jjas01,2014-02-18,225260,True,neutral,2014
jjas01,2013-10-27,50300,True,buena,2013
jjas01,2014-06-04,201810,True,buena,2014
3xotic26,2014-02-26,500,True,buena,2014
3xotic26,2014-02-26,440,True,buena,2014
3xotic26,2014-02-26,49520,True,buena,2014
3xotic26,2013-07-15,550,True,buena,2013
iamthetrashlord,2015-06-16,206420,True,neutral,2015
iamthetrashlord,2014-07-20,213670,True,buena,2014
3dster,2015-08-24,550,True,buena,2015
76561198079990063,2014-03-14,231040,True,buena,2014
Forty-Nine,2014-08-28,221100,True,neutral,2014
76561198051017916,2015-05-30,351040,True,neutral,2015
76561198051017916,2014-05-26,250600,True,neutral,2014
L4M1NAS,2015-03-05,221100,True,buena,2015
76561197995322437,2015-07-23,264710,True,neutral,2015
imsojipper,2014-07-07,218620,True,neutral,2014
76561198084542731,2015-01-16,206420,True,neutral,2015
76561198084542731,2014-02-16,47790,True,neutral,2014
76561198103671881,2015-04-11,570,True,neutral,2015
mrpfresh,2015-10-16,346110,True,neutral,2015
GamerFag,2012-07-15,440,True,buena,2012
GamerFag,2011-01-27,70,True,mala,2011
GamerFag,2011-01-27,420,True,buena,2011
GamerFag,2011-01-27,380,True,buena,2011
GamerFag,2011-01-27,220,True,buena,2011
GamerFag,2010-12-16,1250,True,buena,2010
EHS-R3AP3R,2015-09-09,339230,False,neutral,2015
EHS-R3AP3R,2015-10-15,349700,True,buena,2015
EHS-R3AP3R,2013-11-26,226700,True,buena,2013
EHS-R3AP3R,2013-12-12,209160,True,buena,2013
chidori_647,2013-12-15,219990,True,mala,2013
chidori_647,2014-03-05,213670,True,neutral,2014
chidori_647,2013-11-30,21100,False,mala,2013
chidori_647,2013-12-02,8190,True,neutral,2013
chidori_647,2013-11-28,215470,False,mala,2013
76561198092227136,2014-09-11,730,True,buena,2014
76561198092227136,2014-05-26,1250,True,neutral,2014
hellcat59,2014-07-18,4000,True,neutral,2014
76561198007584361,2015-09-10,401650,True,buena,2015
tbimperator,2012-05-22,35450,True,buena,2012
Allahu_Akbar666,2015-01-17,230410,True,buena,2015
Allahu_Akbar666,2014-10-24,304930,False,mala,2014
ulramite,2014-10-27,290020,True,neutral,2014
ulramite,2014-02-08,248860,True,neutral,2014
-GM-Dragon,2014-03-08,226700,False,mala,2014
-GM-Dragon,2015-06-10,244850,True,neutral,2015
76561198054040292,2015-03-13,298260,True,neutral,2015
76561198078799606,2015-10-01,370240,False,mala,2015
76561198078799606,2015-06-29,730,True,buena,2015
76561198078799606,2014-05-02,233450,True,neutral,2014
I_DID_911_JUST_SAYING,2013-05-06,221260,True,neutral,2013
diabeticfuck,2015-08-31,218620,True,mala,2015
diabeticfuck,2015-12-28,419070,True,neutral,2015
diabeticfuck,2015-11-23,333930,False,mala,2015
diabeticfuck,2015-09-04,287700,True,neutral,2015
76561198054465623,2015-01-10,302830,False,neutral,2015
76561198054465623,2014-01-04,24240,True,buena,2014
76561198054465623,2015-04-24,39800,True,neutral,2015
76561198054465623,2014-02-21,250600,True,neutral,2014
76561198054465623,2015-07-13,105600,True,neutral,2015
76561198054465623,2014-04-03,113020,True,neutral,2014
aaropro,2014-08-29,440,True,neutral,2014
abiam,2014-11-16,238960,True,neutral,2014
FrankoWalker,2015-01-04,310370,True,neutral,2015
FrankoWalker,2014-12-06,260410,True,neutral,2014
FrankoWalker,2014-05-16,236390,True,neutral,2014
LightfootSword7,2015-11-26,221100,False,neutral,2015
SALTTHEW0UND,2015-06-12,248820,True,neutral,2015
SALTTHEW0UND,2014-08-28,730,True,buena,2014
SALTTHEW0UND,2014-05-20,550,True,buena,2014
SALTTHEW0UND,2014-03-25,204030,True,neutral,2014
SALTTHEW0UND,2013-12-02,440,True,buena,2013
SALTTHEW0UND,2015-11-15,383080,True,buena,2015
express157,2014-09-02,304930,True,buena,2014
76561198074644990,2015-02-05,242760,True,neutral,2015
76561198074644990,2015-02-06,207230,True,buena,2015
76561198074644990,2013-12-24,9180,False,mala,2013
76561198064304806,2015-12-11,730,True,mala,2015
TomoeMamiewe,2014-02-16,10150,True,neutral,2014
76561198057086148,2015-01-17,214950,True,neutral,2015
Acidius99,2014-06-21,218620,True,buena,2014
Acidius99,2014-12-30,220240,True,buena,2014
Acidius99,2015-07-09,271290,False,mala,2015
AddzyTheBaddzy,2015-02-02,291550,True,buena,2015
AddzyTheBaddzy,2013-12-16,259080,True,buena,2013
76561198167207237,2015-12-25,391540,True,mala,2015
76561198167207237,2015-11-29,265930,True,neutral,2015
76561198167207237,2015-11-06,620,True,buena,2015
cancerkek,2015-02-27,730,True,neutral,2015
76561198073508075,2014-04-13,10090,True,buena,2014
76561198073508075,2014-06-07,218680,True,neutral,2014
advenger95,2015-06-05,22370,True,neutral,2015
advenger95,2015-09-02,307690,True,neutral,2015
advenger95,2015-06-05,72850,True,neutral,2015
EndAtHallow,2015-01-15,1250,True,neutral,2015
76561198063624801,2014-01-12,440,True,mala,2014
aeryal,2014-05-03,440,True,buena,2014
76561198070263209,2013-12-13,570,True,neutral,2013
76561198015968275,2015-09-06,248610,True,neutral,2015
Agiegamma,2014-02-12,208090,True,buena,2014
76561198082614708,2014-04-28,250340,True,mala,2014
Agronoth,2014-02-09,244850,True,buena,2014
Agronoth,2015-04-24,221640,True,buena,2015
Agronoth,2015-03-21,104900,True,neutral,2015
Agronoth,2015-02-28,105600,True,buena,2015
Agronoth,2015-07-15,9450,False,neutral,2015
UnholyFallenAngel,2014-10-07,262410,True,buena,2014
UnholyFallenAngel,2015-12-22,222940,True,neutral,2015
UnholyFallenAngel,2014-05-06,221040,True,neutral,2014
76561198068565589,2014-02-22,221100,True,neutral,2014
76561198068565589,2015-07-18,286570,True,neutral,2015
76561198068565589,2014-10-24,263440,False,buena,2014
SlutOnTheSpit,2014-01-02,4000,True,buena,2014
WestyGaming,2014-06-07,223710,True,neutral,2014
NaruseAiria,2014-10-28,317360,True,buena,2014
NaruseAiria,2014-10-15,108600,True,mala,2014
NaruseAiria,2013-12-20,259080,True,buena,2013
NaruseAiria,2013-12-06,208520,True,neutral,2013
76561198067713802,2015-09-27,239660,True,neutral,2015
76561198067713802,2015-03-28,304930,True,buena,2015
Alex680,2014-04-25,4000,True,buena,2014
alansiulun,2014-11-01,295270,True,buena,2014
alansiulun,2015-05-21,265930,True,buena,2015
Albolah,2015-12-29,283920,True,neutral,2015
Albolah,2015-10-18,440,True,buena,2015
Albolah,2015-12-30,294650,True,neutral,2015
76561198003056556,2014-08-15,233720,True,neutral,2014
maxpaynepillkiller,2015-12-30,12120,True,mala,2015
maxpaynepillkiller,2015-10-07,55230,True,neutral,2015
AlexNoClutch,2015-06-05,227860,False,mala,2015
Alexwai04,2015-01-09,218620,True,neutral,2015
76561198095481910,2014-02-01,208090,True,neutral,2014
AlkalineDeath,2015-03-02,228280,True,neutral,2015
AlkalineDeath,2014-10-16,240760,True,neutral,2014
76561198075935236,2015-01-26,226700,True,mala,2015
76561198075935236,2015-08-27,250900,True,buena,2015
mintifreshbadger,2015-11-09,35450,True,neutral,2015
AlpacaRevolution,2014-10-02,212680,True,buena,2014
AlpacaRevolution,2015-09-13,346110,False,neutral,2015
76561198071952798,2013-11-29,205100,True,buena,2013
76561198009001563,2014-09-03,570,True,neutral,2014
76561198016753953,2014-03-21,271290,True,buena,2014
76561198016753953,2014-01-27,570,True,neutral,2014
smegmyfoodle,2015-02-03,346010,True,buena,2015
smegmyfoodle,2015-01-22,239250,True,mala,2015
76561198057869849,2015-06-01,313120,True,buena,2015
76561198058836921,2015-01-17,211820,True,buena,2015
lol_ursuchanoob,2014-08-08,218620,True,mala,2014
lol_ursuchanoob,2014-04-17,12210,True,mala,2014
lol_ursuchanoob,2014-03-12,220240,True,neutral,2014
lol_ursuchanoob,2014-01-23,17300,True,neutral,2014
AMV72,2013-01-21,206440,True,buena,2013
AMV72,2012-09-27,209100,False,mala,2012
AMV72,2013-11-25,209000,True,neutral,2013
AMV72,2013-11-25,218060,True,buena,2013
AMV72,2012-07-19,24240,True,buena,2012
76561198069170979,2015-06-26,440,True,buena,2015
76561198132540690,2015-05-26,730,True,mala,2015
76561198132540690,2015-03-05,220200,True,buena,2015
711armageddoncarmageddon,2015-07-04,113020,True,neutral,2015
711armageddoncarmageddon,2015-07-03,105600,True,mala,2015
711armageddoncarmageddon,2015-07-03,9480,True,buena,2015
Andraison,2015-07-31,22230,True,mala,2015
76561198055790408,2013-12-06,203770,True,buena,2013
76561198069560699,2013-12-30,550,True,buena,2013
76561198069560699,2013-12-16,259080,True,neutral,2013
76561198069560699,2013-11-28,72850,True,mala,2013
76561198069560699,2014-03-26,8870,True,neutral,2014
76561198099625419,2014-05-08,230410,True,neutral,2014
76561198099625419,2014-05-08,200260,True,neutral,2014
76561198099625419,2013-12-22,19900,True,buena,2013
76561198099625419,2013-12-20,241540,True,neutral,2013
76561198099625419,2013-11-28,220,True,neutral,2013
76561198084032274,2014-10-29,227940,False,mala,2014
76561198084032274,2014-09-29,236390,False,buena,2014
Angrovar,2014-08-16,17390,True,buena,2014
Angrovar,2015-11-11,359320,True,neutral,2015
AngryAinsley,2015-08-01,317360,True,neutral,2015
AngryAinsley,2015-08-01,253030,True,neutral,2015
AngryAinsley,2015-07-24,295110,True,buena,2015
AngryAinsley,2015-04-07,264710,True,buena,2015
uradumbtit,2014-05-29,274310,True,neutral,2014
uradumbtit,2014-08-04,4000,True,buena,2014
IKillNoobsFirst,2015-03-27,730,True,buena,2015
76561198037888300,2015-09-12,344770,True,buena,2015
1234865654,2014-06-29,22380,True,buena,2014
76561198084123358,2015-02-07,9900,True,buena,2015
Apachehavoc,2014-10-31,107410,False,neutral,2014
ApexNZ,2014-02-03,221640,True,buena,2014
ApexNZ,2014-05-09,202170,True,buena,2014
ApexNZ,2014-02-09,49520,True,neutral,2014
ApexNZ,2014-08-19,245490,True,buena,2014
ApexNZ,2015-02-28,313120,True,neutral,2015
76561198039441595,2014-06-09,113020,False,neutral,2014
76561198039441595,2015-01-23,319510,False,buena,2015
